Obj,Risk,Return,ActualReturn,NumAssets
0.00333231712813993,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00332104325422994,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00330976938031995,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00329849550640996,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00328722163249996,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00327594775858997,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00326467388467998,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00325340001076999,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00324212613686,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00323085226295001,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00321957838904002,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00320830451513003,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00319703064122003,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00318575676731004,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00317448289340005,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00316320901949006,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00315193514558007,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00314066127167008,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00312938739776009,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00311811352385009,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.0031068396499401,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00309556577603011,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00308429190212012,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00307301802821013,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00306174415430014,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00305047028039015,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00303919640648016,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00302792253257016,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
0.00301664865866017,0.00135286486919896,0.00333231712813993,0.0706497562287034,1
